name,age,height,weight,sex
Alexis Doyle,21.0,1.68,119.0,F
Pamela Foster,46.0,1.82,118.6,M
Alex Johnson,31.0,1.86,119.7,M
Jonathan Vargas,20.0,1.6,83.4,F
Johnathan Mccall,41.0,1.94,117.5,F
Melody Mejia,54.0,1.81,77.7,F
Corey Jones,33.0,1.71,51.8,M
Erica Campos,69.0,1.59,65.7,F
Laurie Nguyen,21.0,1.97,116.2,M
Zachary Esparza,41.0,1.88,51.0,M
Mike Rodriguez,51.0,1.6,88.2,M
David Ruiz,47.0,1.67,55.3,M
Tara Lee,35.0,1.9,70.0,M
Patricia Perry,36.0,1.85,56.2,F
Kimberly Ortega,48.0,1.88,110.2,M
Sierra Murphy,36.0,1.72,91.4,M
Jose Mills,66.0,1.86,113.1,F
Nicole Lewis,63.0,1.69,98.2,M
Christopher Atkinson,36.0,1.61,118.0,F
Jennifer Carpenter,39.0,1.82,85.7,M
Pamela Maynard,41.0,1.99,94.7,F
Ashley Adams,62.0,1.66,90.3,F
Phillip Kemp,29.0,1.73,83.9,F
George Ray,47.0,1.84,109.2,F
Christopher Mckinney,55.0,1.77,95.1,F
Lindsay Branch,48.0,1.92,106.1,M
Amber Henry,53.0,1.88,105.0,F
Roberta Wilkerson,36.0,1.53,63.4,F
Blake Henderson,65.0,2.0,95.5,F
Catherine Vazquez,62.0,1.88,64.0,M
Dennis Stewart,53.0,1.93,90.8,F
Jeremy Cochran,47.0,1.83,97.4,M
Bruce Jacobs,66.0,1.93,119.8,M
Joshua French,50.0,1.56,52.1,F
Jose Thompson,35.0,1.67,56.4,M
Steven Davis,69.0,1.94,55.4,M
Kevin Baker,66.0,1.6,77.9,M
Donald Jones,45.0,1.54,107.5,M
Jose Hess,64.0,1.89,109.1,M
Lisa Holder,28.0,1.92,101.6,F
Dennis Hall,62.0,1.58,112.8,M
Stephen Brandt,50.0,1.93,72.6,M
Cody Allen,34.0,1.84,56.2,M
Kathy Garcia,23.0,1.76,54.1,M
Christopher Johnson,21.0,1.92,109.6,M
Leslie Gray,37.0,1.71,101.1,F
Holly Daniels MD,65.0,1.6,98.9,M
Maria Ortiz,64.0,1.64,73.8,M
Gina Andrews,44.0,1.75,76.6,M
Ronnie Lucero,32.0,1.77,117.1,F
Tammie Foster,23.0,1.9,54.5,F
Preston Lopez,64.0,1.9,104.2,F
Cynthia Hoffman,31.0,1.79,71.7,M
Patrick Miller,28.0,1.89,52.7,M
Joseph Moore,56.0,1.6,102.0,M
Teresa Beard,26.0,1.53,73.2,M
Daniel Peterson,43.0,1.94,100.6,M
Robert Bryan,33.0,1.54,99.5,M
Ray Walls,22.0,1.62,87.4,M
Melissa Alexander,69.0,1.85,104.4,M
Andrea Dunlap,27.0,1.7,90.7,M
Nicole Hurley,67.0,1.94,70.1,M
Adam Mahoney,20.0,1.65,101.4,M
Christopher Walker,30.0,1.51,91.2,F
Joshua Moore,60.0,1.65,50.9,F
William Mccarthy,66.0,1.79,113.1,F
Edward Oliver,47.0,1.69,88.2,F
Jacob Alexander,62.0,1.77,110.8,M
Nathaniel Estrada,23.0,1.94,111.8,F
Nicole White,34.0,1.96,81.1,F
Cassie Smith,62.0,1.63,85.5,F
George Meyer,68.0,1.73,79.1,F
Kristen Mendez,36.0,1.77,81.5,F
Brianna Douglas,59.0,1.97,112.7,M
Robert Ortiz,52.0,2.0,105.2,F
Rachel Caldwell,63.0,1.62,58.9,F
Michael Jensen,43.0,1.86,92.7,M
Jeffrey Dorsey,68.0,1.69,119.7,F
Marissa Rowland,22.0,1.5,91.7,M
Gregory Jenkins,46.0,1.5,105.0,M
Monica Kidd,54.0,1.73,103.8,M
Cody Gibson,37.0,1.74,74.5,M
Jeffrey Reeves,66.0,1.51,76.0,F
Wayne Ferguson,38.0,1.84,100.7,F
Matthew Miller,27.0,1.65,85.0,M
Shannon Michael,22.0,1.78,89.9,F
Robert Moore,53.0,1.65,99.9,M
David Collins,23.0,1.58,104.4,F
Rachel Parker,43.0,1.7,69.0,F
Raven Torres,21.0,1.62,60.3,M
Michael Jackson,56.0,1.77,70.4,F
Angela Hill,56.0,1.6,85.5,M
Sarah Bell,67.0,1.75,73.9,M
Robert Smith,52.0,1.58,89.8,F
Jeffrey Park,18.0,1.84,53.7,F
Matthew King,41.0,1.88,85.7,M
Gary Butler,53.0,1.56,75.8,M
Brittany Obrien,23.0,1.73,87.4,F
Susan Fowler,58.0,1.54,79.6,F
Victoria Franklin,63.0,1.8,69.9,F
Thomas Mills,61.0,1.63,113.3,F
Ashlee Mcintyre,48.0,1.76,62.9,M
Melissa Rasmussen,37.0,1.76,97.7,F
Isaac Holland,41.0,1.96,114.7,F
Timothy Kelly,42.0,1.77,87.7,M
Mary Carpenter,53.0,1.79,111.3,F
Christopher Duffy,38.0,1.7,58.7,M
Hailey Henry DVM,47.0,1.97,84.6,M
Brittany Skinner,41.0,1.89,82.0,F
Gary Bowen,61.0,1.64,50.6,F
Betty Clark,59.0,1.92,81.0,M
Craig Fitzpatrick,47.0,1.72,75.8,M
April Perkins,39.0,1.91,96.9,F
Melissa Webster,45.0,1.91,115.7,M
Benjamin Dominguez,24.0,1.59,56.0,M
Grace Kramer,52.0,1.85,72.9,M
Donna Calderon,45.0,1.65,81.1,M
Allison Turner,31.0,1.65,81.9,M
Anthony Gonzalez,27.0,1.65,104.2,M
Mrs. Patricia Morales,33.0,1.86,81.0,M
Thomas Munoz,33.0,1.61,51.9,F
Nicole Vaughn,48.0,1.5,99.7,M
Zachary Smith,59.0,1.86,111.9,F
Kathryn Robinson,42.0,1.59,86.0,M
Hector Gonzalez,30.0,1.55,90.7,F
Robin Schmidt,23.0,1.62,61.4,M
Marcus Sanchez,61.0,1.69,65.4,F
Samuel Larsen,26.0,1.74,66.5,F
Robert Fleming,62.0,1.52,80.2,F
Nicholas Torres,53.0,1.99,115.0,F
Michael Boyle,60.0,1.86,86.5,M
Christina Ortiz,37.0,1.66,63.4,M
Richard Thompson,35.0,1.66,68.6,M
Karen Garner,60.0,1.72,76.9,M
Kimberly Jimenez,38.0,1.81,93.6,F
Christopher Payne,21.0,1.57,80.8,M
Joel Graham,67.0,1.59,77.5,M
Carmen Brown,50.0,1.93,89.5,M
Jared Kim,44.0,1.63,66.9,M
Mrs. Sandra Wyatt,24.0,1.69,55.5,F
David Hansen,23.0,1.94,51.7,M
Mrs. Jennifer Dunlap,32.0,1.83,67.6,M
Amanda King,35.0,1.67,56.4,F
Diana Dorsey,49.0,1.84,73.5,F
Rachel Jimenez,28.0,1.51,104.1,M
Mark Nguyen,37.0,1.87,100.1,F
Michael Brown,41.0,1.74,92.8,M
Daniel Martinez,32.0,1.91,109.7,M
Richard Huffman,65.0,1.98,69.7,M
Meghan Figueroa,24.0,1.96,112.0,M
Gregory Miranda,38.0,1.95,77.9,F
Trevor Rich,59.0,1.76,78.1,F
Logan Taylor,43.0,1.68,78.4,F
Tiffany Murphy,61.0,1.73,56.9,F
Brian Moore,31.0,1.84,118.3,M
Frank Young,54.0,1.94,59.7,F
Dawn Wright,38.0,1.6,73.9,F
Nicole Lopez,35.0,1.96,72.4,M
Michael Thomas,22.0,1.91,55.2,M
Linda Mckenzie,20.0,1.99,60.7,F
Kathleen Bradley,40.0,1.94,53.1,M
Christopher Lopez,43.0,1.64,70.5,M
Benjamin Parsons,54.0,1.55,110.7,M
Carrie Davis,41.0,1.56,73.8,F
Joshua Grimes,66.0,1.65,58.7,F
Spencer Watkins,36.0,1.81,95.2,F
Jessica Noble,68.0,1.9,119.8,M
Alexander Martin,42.0,1.95,66.3,F
James Cohen,38.0,1.81,69.6,M
Erik Sutton,29.0,1.5,118.0,F
Kenneth Freeman,58.0,1.59,62.5,M
Emily Nicholson,50.0,1.55,85.8,M
Ryan Moore,67.0,1.68,66.8,F
Taylor Allen,21.0,1.75,115.3,F
Carly Johnson,59.0,1.52,118.7,F
Shannon Stevens,24.0,1.67,107.0,F
Jonathan Hull,39.0,1.59,72.0,M
Philip Jones,50.0,1.82,78.2,F
Jennifer Lamb,34.0,1.73,67.0,M
Melissa Thompson,41.0,1.75,112.4,M
Stacy Jackson,51.0,1.71,114.0,F
Cameron Chan,45.0,1.98,79.3,M
Lee Moody,60.0,1.61,96.0,F
Michael Sosa,58.0,1.76,61.6,F
Kimberly Gutierrez,56.0,1.87,80.4,F
Jeremy Houston,39.0,1.78,94.2,M
Heather Lopez,66.0,1.96,77.0,F
Frances Harper,34.0,1.69,75.0,F
Logan Watson,51.0,1.73,50.1,M
Ricardo Stevens,23.0,1.54,106.3,F
Ryan Hicks,63.0,1.8,112.3,F
Andre Rowe,23.0,1.64,117.9,M
Jennifer Jones,51.0,1.58,100.3,F
Erin Macdonald,18.0,1.77,88.4,M
Kevin Washington,27.0,1.77,68.8,M
Amber Walker,38.0,1.54,120.0,M
Connie Owens,22.0,1.85,91.3,M
Stephanie Hall DVM,19.0,1.81,97.7,M
Alexander Mathis,39.0,1.59,97.8,M
Laura Weber,65.0,1.73,109.2,M
Allison Ortiz,19.0,1.86,50.7,M
Tracy Thompson,27.0,1.76,65.4,M
Amy Miller,51.0,1.7,96.6,F
Melissa Harris,33.0,1.66,112.7,F
Jacob Price,65.0,1.81,98.0,F
Alvin Hernandez,68.0,1.97,78.9,M
Pamela Heath,56.0,1.84,75.3,M
Richard Jennings,39.0,1.54,101.7,M
Dr. Tyler Terry,29.0,1.73,101.9,F
Michael Meza,41.0,1.95,92.5,F
Aaron Lee,64.0,1.55,70.4,F
Holly Wilson,57.0,1.99,114.8,M
Tammy Jenkins,55.0,1.97,88.6,M
Stacy Williamson,27.0,1.54,105.3,F
Joseph Joyce,52.0,1.97,65.0,F
Michael Richards,68.0,1.68,74.1,M
Tricia Green,66.0,1.92,111.2,F
Pamela Jordan,49.0,1.71,53.5,F
Shaun Greene,24.0,1.72,85.9,M
Marilyn Riley,38.0,1.82,83.7,F
Autumn Johnson,37.0,1.89,102.6,M
Rhonda Campos,43.0,1.52,69.7,M
Anthony Vargas,21.0,1.8,65.3,M
Derek Blankenship,63.0,1.59,114.8,F
Jordan Melendez,69.0,1.67,90.0,M
Bryan Morgan,39.0,1.67,57.3,M
Sonia Anderson,32.0,1.73,63.5,M
Roberto Thomas,57.0,1.67,119.9,F
Alyssa Pearson,38.0,1.55,63.7,F
Todd Garcia,32.0,1.57,92.7,F
Bobby Evans,39.0,1.52,79.4,M
Steven Osborn,69.0,1.74,112.0,F
Mrs. Jennifer Perry,45.0,1.98,102.9,F
Nancy Murphy,31.0,1.56,91.8,F
Jeffrey Wilson,44.0,1.97,50.8,F
Hannah Jones,58.0,1.87,111.6,M
Michael Moore,57.0,1.82,81.1,M
Monica Riley,45.0,1.82,115.2,M
Logan Alvarez,43.0,1.91,84.7,M
Tracy Chambers,66.0,1.55,98.6,M
Tyler White,19.0,1.75,54.9,M
Audrey Williams,42.0,1.85,102.2,F
Alyssa Mclaughlin,20.0,1.79,73.7,F
Nichole Serrano,25.0,1.92,74.6,F
James Foley,61.0,1.54,58.3,F
John Rice,50.0,1.85,60.3,M
Cheryl Garcia,59.0,1.77,63.0,M
Kevin Nolan,69.0,1.69,73.0,F
Brandon Cox,52.0,1.67,112.4,F
Brian Harvey,23.0,1.81,75.8,M
Mr. Christopher Moody DDS,56.0,1.95,100.7,F
Sydney Byrd,69.0,1.75,55.8,F
Joshua Jenkins,40.0,1.91,91.4,F
Kathleen Lawson,42.0,1.7,83.7,M
Miranda Atkins,67.0,1.55,118.5,M
Natalie Adams,60.0,1.53,109.2,M
Claudia Lang,36.0,1.53,81.8,F
James Black,22.0,1.69,104.3,M
Michael Lopez,68.0,1.67,63.5,F
David Fisher,28.0,1.86,89.4,F
Courtney Carter,29.0,1.87,55.2,M
Michael Rivera,27.0,1.53,74.4,M
Katie Estrada,25.0,1.61,65.8,M
Matthew Lee,41.0,1.64,100.3,M
Denise Black,45.0,1.77,84.3,M
Bethany Chavez,58.0,1.57,102.6,M
Matthew Cummings,53.0,1.57,86.1,M
Colleen Clements,54.0,1.97,56.1,F
Katrina Cummings,38.0,1.9,101.5,M
Jacob Williams,25.0,1.59,108.3,F
Shirley Edwards,26.0,1.7,113.2,M
Melissa Marshall,64.0,1.68,90.0,F
Ms. Morgan Cox DVM,32.0,1.9,102.8,F
Dr. Jonathan Anderson,65.0,1.76,102.6,M
Karla Hoffman,63.0,1.56,60.9,M
Brian Jones,57.0,1.87,61.5,M
Eric Martinez,35.0,1.7,55.0,F
Michael Pham,59.0,1.63,72.4,M
Raymond Davila,37.0,1.69,83.1,M
Jeffrey Hill,23.0,1.75,119.9,F
Lindsay Bridges,29.0,1.67,80.2,F
Susan Johnson,19.0,1.62,100.8,F
Joseph Carter,24.0,1.7,98.5,F
Elizabeth Patterson,33.0,1.51,64.3,F
Antonio Lang,20.0,1.89,54.1,F
Drew Archer,62.0,1.59,88.2,F
Emily Anderson,20.0,1.52,99.0,F
Chelsea Hill,44.0,1.83,119.9,M
Sherri Green,67.0,1.89,75.1,M
Diana Little,60.0,1.91,112.7,F
Bethany Smith,57.0,1.75,76.7,F
Julie Hayes,55.0,1.6,98.3,F
Carl Cox,50.0,1.87,91.9,F
Adam Powell,45.0,1.85,53.7,F
Alicia Ward,18.0,1.62,55.5,M
Jessica Black,25.0,1.95,51.5,F
Melanie Stephens,54.0,1.55,76.0,F
Steven Mccoy,49.0,1.99,102.2,M
Haley Brown,65.0,1.93,62.1,F
Patricia Rich,60.0,1.84,92.4,F
Lisa Barber,54.0,1.97,70.2,M
Joseph Russell,21.0,1.86,105.8,F
Jennifer Johnson,47.0,1.6,105.9,F
Andrea Griffin,23.0,1.72,104.3,F
Todd Dalton,63.0,1.54,86.7,M
Stanley Blair,36.0,1.69,69.9,F
Kendra Griffin,49.0,1.87,106.7,F
Carla Palmer,26.0,1.69,63.0,M
Joanna Harper,29.0,1.67,70.3,M
Michele Luna,28.0,1.8,62.9,F
Kristin Smith,63.0,1.94,97.2,F
Lawrence Davis,33.0,1.52,98.0,F
Robert Whitaker,18.0,1.69,95.7,F
Melanie Mack,62.0,1.58,79.1,F
David Edwards,38.0,1.85,57.0,F
Tracy Lloyd,47.0,1.55,113.8,F
Debra Tucker,30.0,1.83,85.5,M
Anthony Mercado,51.0,1.64,78.5,M
Charles Lawrence,21.0,1.6,91.2,F
Jennifer Martin,45.0,1.97,63.5,M
Joshua Miller,55.0,1.51,59.3,F
Evelyn Robertson,48.0,1.72,78.4,F
Megan Farmer,44.0,1.51,65.9,F
Mr. Carl Garrison,22.0,1.74,67.1,F
Justin Anderson,42.0,1.75,112.5,M
Thomas Thomas,20.0,1.66,87.2,F
Julia Cole,50.0,1.57,83.8,F
Kimberly Patterson,21.0,1.69,98.3,F
Derek Smith,42.0,1.84,116.6,F
Kathleen Carrillo,37.0,1.89,57.9,M
Lauren Montgomery,51.0,1.77,108.3,F
Patricia Molina,43.0,1.79,90.9,M
Tina Wise,22.0,1.6,60.2,M
Robert Gilbert,52.0,1.64,70.8,F
Mr. Scott Sanchez,45.0,1.58,83.8,F
Stephanie Stewart,46.0,1.62,98.4,F
Chelsea Rogers,26.0,1.61,67.0,M
Ashley Spears,69.0,1.76,87.4,M
Victoria Thomas,55.0,1.78,97.9,F
Timothy Fowler,67.0,1.97,81.4,F
Eric Grant,23.0,1.6,110.4,M
Omar Davis,36.0,1.82,110.9,F
Melissa Garcia,61.0,1.91,82.9,M
David Harrison,28.0,1.78,118.1,M
Victoria Morris,19.0,1.63,55.3,M
David Gordon,64.0,1.63,50.2,M
Darlene Garcia,61.0,1.52,76.6,F
Monique Love,61.0,1.65,92.1,F
Andrea Gonzalez,26.0,1.87,94.0,M
Paula Johnson,38.0,1.52,83.4,F
Molly Meyer,41.0,1.61,58.7,M
Ashlee Brady,51.0,1.85,61.9,F
Alyssa Price,39.0,1.89,109.7,M
Nicholas Hampton,20.0,1.73,110.8,F
Jennifer West,29.0,1.85,97.2,F
Carlos Travis,45.0,1.69,96.5,M
Melissa Kent,47.0,1.58,91.8,F
Evelyn Davis,43.0,1.7,64.2,M
Jennifer Tucker,65.0,1.79,80.0,F
Denise Mercado,38.0,,98.7,M
Kristen Meza,45.0,1.53,87.6,F
Monique Wilson,43.0,1.75,51.3,F
Mark Wong,50.0,1.66,116.7,M
Angela Morgan,38.0,1.75,109.1,M
Brittany Clark,52.0,1.51,68.2,F
Joshua Wilson,69.0,1.66,93.2,F
Harold Turner,51.0,1.91,114.6,M
Andrea Lawson,58.0,1.78,56.7,M
Kenneth Case,68.0,1.73,85.2,M
Dalton Martin,64.0,1.64,81.9,M
Michelle Mills,35.0,1.65,78.7,F
Michael Baxter,28.0,1.69,108.5,F
Jason Perry,40.0,1.92,76.6,F
John Whitehead,65.0,1.98,54.5,F
Christopher Holmes,39.0,1.72,54.6,F
Kristi Andrews,34.0,1.7,53.0,F
Melissa Rice,22.0,1.92,78.6,M
Joanna Moon,61.0,1.71,100.3,F
Paula Beard,28.0,1.78,64.3,M
Calvin Burgess,47.0,1.62,95.3,M
Jennifer Scott,32.0,1.87,98.1,M
Kathleen Meyers,44.0,1.77,67.9,M
Chad Cortez,52.0,1.9,92.0,F
Scott Moody,50.0,1.89,97.9,M
Brandon Clark,37.0,1.61,82.7,M
Stephanie White,33.0,1.86,73.6,F
Ronald Velazquez,51.0,1.9,93.3,M
Karen Lewis,19.0,1.67,118.4,M
Andrew Flynn,52.0,1.59,79.9,F
Elizabeth Martin,57.0,1.5,77.4,M
Brian Coleman,45.0,1.73,82.5,F
Nicole Phelps,64.0,1.68,55.3,F
David Phillips,56.0,1.78,88.7,F
Angela Little,23.0,1.59,73.0,F
Joel Drake,26.0,1.93,58.5,F
Christopher Oconnor,37.0,1.63,82.6,M
Heather Boyd,18.0,1.61,50.2,F
Jose Graves,25.0,1.74,78.1,F
Paul Jones,40.0,1.75,57.4,F
Elizabeth Suarez,20.0,1.61,51.7,F
Krystal Thomas,21.0,1.64,107.7,F
Brian Roberson,42.0,1.58,114.1,M
David Smith,64.0,1.86,64.5,M
Jason Cole,55.0,1.89,87.8,F
Carlos Warren,32.0,1.73,69.5,M
Amy Jones,38.0,1.86,84.6,F
Jeffery Nichols,52.0,1.87,80.6,F
Shelia Jackson,63.0,1.57,68.8,F
Angela Barnes,69.0,1.98,99.0,M
Joshua Calderon,31.0,1.91,58.9,F
Sandra Cook,53.0,1.6,53.7,F
Larry Garcia,29.0,1.59,103.7,M
Russell Martinez,34.0,1.56,96.6,F
Susan Vargas,56.0,1.57,84.9,M
Matthew Davis Jr.,26.0,1.87,82.7,M
Timothy Baker,52.0,1.73,84.8,F
Christopher Williams,30.0,1.89,80.6,M
Kelly Russell,32.0,1.87,77.5,F
Marie Brown,35.0,1.8,85.0,M
Andrea Lee,68.0,1.84,87.0,M
Brian Johnson,50.0,1.51,98.4,M
Heidi Hanson,23.0,1.66,99.8,F
Erik Hoffman,44.0,1.82,76.4,M
Elizabeth Ryan,40.0,1.5,78.9,F
Crystal Cox,44.0,1.52,76.2,F
Laura Singleton,51.0,1.93,87.6,F
Mr. Gavin Hall,63.0,1.84,81.7,M
Douglas Hoffman,55.0,1.63,112.3,M
Diane Lucas,31.0,1.84,98.7,F
Evelyn Alexander,53.0,1.9,112.9,F
Michele Myers,25.0,1.65,99.6,F
Melissa Barr,52.0,1.52,118.0,F
Charles Rodriguez,36.0,1.97,94.5,F
Charles Benjamin,47.0,1.67,117.4,F
Jenna Lynch,31.0,1.55,61.1,M
Dennis Bullock,37.0,1.75,53.7,F
Eric Castillo,66.0,1.88,90.5,F
Danielle Gray,42.0,1.61,118.8,F
Angela Campos,57.0,1.63,79.2,F
Justin Beck,41.0,1.62,64.8,M
Lauren Kaiser,31.0,2.0,86.5,M
David Holland,43.0,1.6,95.4,F
Allison Ramos,55.0,1.79,72.1,F
Jesse Oconnell,40.0,1.96,100.0,F
Lindsay Holland,39.0,1.57,118.3,M
Kimberly Sanders,65.0,1.99,112.8,M
Gregory Walker,36.0,1.97,70.4,M
Megan Bradley,63.0,1.94,72.9,F
Gerald Tate,68.0,1.61,76.0,M
Krystal Reid,20.0,1.82,77.6,F
Oscar Coleman,59.0,1.88,57.0,F
Alexis Ferguson,36.0,1.99,103.3,F
Michael Bolton,26.0,1.59,75.6,F
Natalie Miller,45.0,1.88,111.6,F
Terry Baker,37.0,1.67,114.9,M
Rachael Farmer,62.0,1.59,51.7,M
Philip Short,24.0,1.71,119.2,M
Christopher Brown,31.0,1.9,99.7,F
Robert Henry,26.0,1.73,86.4,M
Jason Gonzalez,36.0,1.77,77.3,F
Kristen Short,64.0,2.0,86.3,F
Brianna Smith MD,69.0,1.7,72.7,F
Scott Boyd,31.0,1.81,93.6,M
Taylor Hubbard,55.0,1.68,56.5,M
Carol Mclean,53.0,1.7,93.5,M
Tony Peterson,57.0,1.85,69.3,M
Leah Brown,34.0,1.97,51.2,F
Alejandro Parker,47.0,1.77,88.7,F
Jason Barron,26.0,1.88,90.5,F
Kimberly James,50.0,1.54,79.9,F
Heather Sanchez,69.0,1.61,55.1,F
Sean Armstrong,42.0,1.75,112.5,M
Sean Smith,31.0,1.51,92.8,M
Michael Brown,28.0,1.63,58.1,F
Michael Bates,52.0,1.76,85.8,F
Pamela Chang,58.0,1.51,84.8,F
Ernest Hernandez,31.0,1.63,54.2,F
Todd Smith,47.0,1.76,92.5,F
Richard Smith,58.0,1.79,106.6,M
Keith Baker,21.0,1.96,102.4,F
Randy Fuller,21.0,1.82,64.2,M
Thomas Williams,45.0,1.71,110.4,M
Samantha Martin,25.0,1.97,74.0,F
Christian Landry,19.0,1.89,116.3,F
Joseph Howell,58.0,1.6,55.0,M
Victoria Lyons,63.0,1.57,84.0,M
Nicole Vega,39.0,1.84,91.8,M
David Shannon,58.0,1.78,67.3,F
Anthony Miller,33.0,1.89,104.0,M
Barry Keith,46.0,1.87,93.9,F
Brittany Lopez,66.0,1.81,51.3,M
Michael Elliott,65.0,1.99,92.6,F
Elizabeth Harris,47.0,1.77,84.4,F
Brandon Pineda,29.0,1.56,63.7,M
Cody Freeman,52.0,1.91,119.7,F
Dustin Lawrence,28.0,1.63,112.8,F
Barbara Gonzalez,63.0,1.89,70.5,M
Gerald Pierce,67.0,1.98,87.9,F
Desiree Kennedy,38.0,1.85,72.2,M
Margaret Spence,38.0,1.8,104.3,M
Christina Flynn,22.0,1.73,115.1,M
Thomas Church,65.0,1.68,75.1,F
Robert Diaz,37.0,1.68,106.4,F
Craig Diaz,54.0,1.82,84.9,M
Christine Martin,20.0,1.88,77.8,F
Marissa Wood,61.0,1.84,115.7,M
Amanda Booth,50.0,1.6,85.7,M
Michele Herrera,26.0,1.75,82.7,M
Lisa Douglas,26.0,1.9,97.1,F
Laura Calderon,21.0,1.74,68.3,F
Glenn Lester,52.0,1.77,72.7,F
Melissa Bradley,34.0,1.89,115.2,M
Christine Moore,51.0,1.83,97.5,M
Alexis Bray,41.0,1.7,107.9,F
Robert Williams,49.0,1.95,69.0,F
Ashley Riley,18.0,1.58,88.1,M
Spencer Estrada,25.0,2.0,118.0,M
Billy Rice,62.0,1.56,72.3,M
Lisa Jones,40.0,1.51,61.2,M
Elizabeth Thomas,64.0,1.95,85.8,F
Lindsay Long,57.0,1.62,77.1,F
Kelly Vazquez,29.0,1.86,61.2,M
Christian Smith,29.0,1.91,112.2,M
Jay Rodriguez,63.0,1.93,119.4,F
Kathleen Simmons,64.0,2.0,89.8,M
Lance Gibson,32.0,1.65,104.2,M
Julie Young,58.0,1.86,110.1,F
Tracy Copeland,36.0,1.56,99.1,F
Patty Daugherty,43.0,1.7,53.1,F
Mary Fletcher,69.0,1.92,61.0,M
Kristy Coffey,46.0,1.68,55.0,M
Sarah Ortega,39.0,1.8,50.7,F
Erin Berg,57.0,1.75,71.4,F
John Le,38.0,1.82,77.5,M
Tanya Mccann,68.0,1.99,66.9,M
Zachary Gonzales,55.0,1.53,54.5,M
Ricky Obrien,37.0,1.79,87.1,F
Robin Jordan,46.0,1.93,69.1,F
Carly Taylor,68.0,1.74,105.7,M
Sheryl Medina,21.0,1.54,50.6,F
Christopher Brown,24.0,1.78,109.0,F
Amy Aguirre,45.0,1.67,116.8,F
Tanner Patel,45.0,1.58,100.1,M
Lindsey Lee,21.0,1.92,101.4,M
John Montgomery,39.0,1.76,115.3,F
Bradley King,29.0,1.97,64.6,M
Angie Randolph,62.0,1.9,119.6,F
Andrew Edwards MD,20.0,1.85,104.1,F
Melissa Vargas,39.0,1.5,100.9,M
Robert Gross,61.0,1.71,75.3,F
Thomas Walker,19.0,1.6,88.2,F
Rebecca Warren,41.0,1.96,95.8,F
Melissa Boyer,51.0,1.59,93.4,F
Joshua Cole,44.0,1.64,99.3,F
Ronald Thompson,58.0,1.76,55.8,F
Brittany Robbins,18.0,1.63,74.9,M
Thomas Mcdonald,25.0,1.6,80.4,F
Brandon Chan,40.0,1.8,68.2,M
Evelyn Hamilton,55.0,1.54,62.1,M
Jason Martin,23.0,1.53,59.7,M
Dr. Rachael Campbell,39.0,1.69,75.6,M
Catherine Anderson,42.0,1.86,84.5,M
Kathleen Leonard,35.0,1.78,54.4,F
Jason Delacruz,34.0,1.71,116.3,F
Tony Cox,29.0,1.78,103.6,M
Bonnie King,23.0,1.68,101.2,F
Sheila Myers,43.0,1.97,62.1,M
Tasha Reynolds,44.0,1.53,92.3,F
Savannah Powers,25.0,1.84,87.1,M
Benjamin Mcdonald,36.0,1.95,118.8,M
Christopher Ramirez,59.0,1.9,102.3,M
Nicholas Davis,18.0,1.59,90.3,F
Kyle Sherman,46.0,1.65,109.6,F
Richard Andrews,62.0,1.86,60.9,M
Emily Pratt,66.0,1.54,51.1,M
John Cox,52.0,1.91,98.3,F
Aaron Silva,57.0,1.86,56.9,F
Scott Garcia,31.0,1.86,58.1,M
Jane Walker,52.0,1.55,102.1,M
Ruth Ball,65.0,1.86,68.9,M
Justin Valentine,62.0,1.84,94.0,F
Tammy Jordan,37.0,1.92,114.2,M
Jason Williams,66.0,1.52,72.2,F
Corey Finley,30.0,1.51,65.2,F
Jacqueline Booth,55.0,1.69,57.5,M
Mark Spencer,66.0,1.57,59.1,F
Kurt Ortega,63.0,1.78,54.4,M
Gabriela Schmidt,66.0,1.96,56.1,M
Eric Hardy,25.0,1.7,80.2,F
Amanda Johnson,60.0,1.92,72.5,M
William Turner,37.0,1.5,99.5,F
Margaret Jones,50.0,1.58,110.9,F
Todd Quinn,43.0,1.52,104.9,M
Michael Vaughan,56.0,1.66,87.1,F
Carrie Luna,38.0,1.95,57.2,F
Robert Porter,66.0,1.55,99.7,M
Mrs. Michelle Jackson DDS,59.0,1.8,75.4,F
Diana Miller,60.0,1.73,56.0,M
Breanna Blake,58.0,1.97,109.0,M
Donna Johnson,26.0,1.56,73.7,F
Lawrence Williams,41.0,1.61,65.3,F
Christopher Rodriguez,54.0,1.51,111.0,M
Holly Scott,66.0,1.72,113.1,F
Roberto Friedman,58.0,1.64,73.7,M
Jose Alexander,34.0,1.93,74.8,F
Martin Guerrero,41.0,1.8,90.6,M
Steven Gregory,38.0,1.81,101.3,M
Taylor Harrison,68.0,1.77,54.4,F
Karen Hampton,56.0,1.55,91.5,F
Kelly Moore,58.0,1.72,116.7,F
Dale Spencer,56.0,2.0,68.3,M
George Rodriguez,30.0,1.92,113.6,M
Tracey Hernandez,28.0,1.95,116.5,F
Anthony Acosta,63.0,1.91,68.8,F
Levi Dunn,36.0,1.55,102.8,M
Jay Martin,28.0,1.61,66.7,F
David Brooks,30.0,1.5,101.6,F
Robin Le,63.0,1.65,105.8,M
Miss Miranda Walsh,62.0,1.55,67.3,F
Kimberly Sandoval,18.0,1.74,100.1,M
Kevin Brown,57.0,1.84,106.8,M
Thomas Ramirez,61.0,1.94,75.1,F
